No.,Description,Product Group Code,Inventory Posting Group,Sales (Qty.),Sales (Qty.) - Year,Quantity on Hand,Unit Price
CSP5-42SBA,5 inch aluminized exhaust component 42 inch long,PIPE,PIPE,132,76,58,336.57
CSP5-42EXA,5 inch aluminized exhaust component 42 inch long,HARDWARE,PIPE,208,101,185,470.18
CSP5-42XBA,5 inch aluminized exhaust component 42 inch long,CLAMP,PIPE,206,78,316,0.0
CSP5-48SBC,5 inch chrome exhaust component 48 inch long,CLAMP,PIPE,471,60,248,83.85
CSP5-48SBSC,Cab side pipe (extended),CHROME,PIPE,464,106,113,377.43
CSP5-48SBS,5 inch stainless exhaust component 48 inch long,MUFFLER,PIPE,0,116,348,400.66
CSP5-48EXS,5 inch stainless exhaust component 48 inch long,PROPRIETAR,PIPE,302,39,263,359.58
CSP5-48XBA,5 inch aluminized exhaust component 48 inch long,ELBOW,PIPE,419,40,174,35.25
CSP5-54SBS3,5 inch 304 stainless exhaust component 54 inch long,CHROME,PIPE,385,103,354,244.67
CSP5-54XBSC,Cab side pipe (extended),HARDWARE,PIPE,387,24,225,149.87
CSP5-60SBC,5 inch chrome exhaust component 60 inch long,CHROME,PIPE,231,65,264,403.57
CSP5-60SBA,5 inch aluminized exhaust component 60 inch long,HARDWARE,PIPE,245,5,314,375.58
CSP5-60SBS,5 inch stainless exhaust component 60 inch long,CLAMP,PIPE,98,8,382,431.71
CSP5-60EXA,5 inch aluminized exhaust component 60 inch long,HARDWARE,PIPE,362,90,399,106.87
CSP5-60EXS3,5 inch 304 stainless exhaust component 60 inch long,MUFFLER,PIPE,74,30,313,291.4
CSP5-60EXS,5 inch stainless exhaust component 60 inch long,CHROME,PIPE,496,13,35,215.83
CSP5-60XBA,5 inch aluminized exhaust component 60 inch long,ELBOW,PIPE,137,78,70,321.83
CSP5-60XBSC,Cab side pipe (extended),HARDWARE,PIPE,378,36,211,215.07
CSP5-72SBSC,Cab side pipe (extended),CLAMP,PIPE,0,119,319,104.09
CSP5-72SBS3,5 inch 304 stainless exhaust component 72 inch long,PIPE,PIPE,368,56,99,263.99
CSP5-72EXA,5 inch aluminized exhaust component 72 inch long,MUFFLER,PIPE,439,1,218,167.31
CSP5-72EXSC,Cab side pipe (extended),CHROME,PIPE,388,98,203,415.24
CSP5-72EXS,5 inch stainless exhaust component 72 inch long,HARDWARE,PIPE,72,100,331,327.15
CSP5-72XBS3,5 inch 304 stainless exhaust component 72 inch long,ELBOW,PIPE,410,64,217,323.9
CSP5-84SBC,5 inch chrome exhaust component 84 inch long,MUFFLER,PIPE,176,110,181,205.47
CSP5-84SBS,5 inch stainless exhaust component 84 inch long,PIPE,PIPE,588,12,31,79.52
CSP5-84EXSC,Cab side pipe (extended),ELBOW,PIPE,22,107,209,362.49
CSP5-84XBSC,Cab side pipe (extended),ELBOW,PIPE,485,17,181,180.92
CSP5-96SBA,5 inch aluminized exhaust component 96 inch long,HARDWARE,PIPE,583,21,4,145.59
CSP5-96SBSC,Cab side pipe (extended),CLAMP,PIPE,533,93,246,158.4
CSP5-96SBS,5 inch stainless exhaust component 96 inch long,ELBOW,PIPE,198,69,347,385.5
CSP5-96EXS3,5 inch 304 stainless exhaust component 96 inch long,CLAMP,PIPE,67,4,384,315.33
CSP5-96EXS,5 inch stainless exhaust component 96 inch long,ELBOW,PIPE,0,119,136,303.23
CSP6-12SBC,6 inch chrome exhaust component 12 inch long,CHROME,PIPE,91,114,216,423.26
CSP6-12SBA,6 inch aluminized exhaust component 12 inch long,HARDWARE,PIPE,239,81,81,318.6
CSP6-12SBSC,Cab side pipe (extended),HARDWARE,PIPE,417,25,271,29.51
CSP6-12SBS,6 inch stainless exhaust component 12 inch long,PIPE,PIPE,0,42,3,207.81
CSP6-12EXC,6 inch chrome exhaust component 12 inch long,CHROME,PIPE,566,70,34,78.91
CSP6-12XBA,6 inch aluminized exhaust component 12 inch long,HARDWARE,PIPE,0,53,222,0.0
CSP6-12XBSC,Cab side pipe (extended),PIPE,PIPE,132,62,383,113.8
CSP6-12XBS,6 inch stainless exhaust component 12 inch long,CHROME,PIPE,132,24,35,0.0
CSP6-18SBA,6 inch aluminized exhaust component 18 inch long,PIPE,PIPE,460,111,189,0.0
CSP6-18EXSC,Cab side pipe (extended),ELBOW,PIPE,548,1,337,0.0
CSP6-18XBSC,Cab side pipe (extended),CHROME,PIPE,243,93,301,87.22
CSP6-18XBS3,6 inch 304 stainless exhaust component 18 inch long,HARDWARE,PIPE,254,79,238,140.25
CSP6-24SBC,6 inch chrome exhaust component 24 inch long,HARDWARE,PIPE,353,53,90,410.91
CSP6-24SBSC,Cab side pipe (extended),CLAMP,PIPE,235,35,248,136.03
CSP6-24SBS3,6 inch 304 stainless exhaust component 24 inch long,MUFFLER,PIPE,171,117,250,465.43
CSP6-24SBS,6 inch stainless exhaust component 24 inch long,CLAMP,PIPE,0,8,30,319.38
CSP6-24XBA,6 inch aluminized exhaust component 24 inch long,PIPE,PIPE,18,10,203,461.73
CSP6-30SBA,6 inch aluminized exhaust component 30 inch long,PIPE,PIPE,292,39,27,125.67
CSP6-30SBS,6 inch stainless exhaust component 30 inch long,CLAMP,PIPE,388,105,13,392.86
CSP6-30EXSC,Cab side pipe (extended),ELBOW,PIPE,456,83,230,280.28
CSP6-30EXS3,6 inch 304 stainless exhaust component 30 inch long,CLAMP,PIPE,169,76,318,296.74
CSP6-30EXS,6 inch stainless exhaust component 30 inch long,CLAMP,PIPE,142,1,142,282.93
CSP6-30XBC,6 inch chrome exhaust component 30 inch long,PIPE,PIPE,543,116,96,145.98
CSP6-30XBA,6 inch aluminized exhaust component 30 inch long,PROPRIETAR,PIPE,108,21,237,94.38
CSP6-30XBS3,6 inch 304 stainless exhaust component 30 inch long,CHROME,PIPE,317,63,312,340.43
CSP6-30XBS,6 inch stainless exhaust component 30 inch long,PIPE,PIPE,431,97,276,160.89
CSP6-36EXC,6 inch chrome exhaust component 36 inch long,CLAMP,PIPE,0,71,252,340.62
CSP6-36EXSC,Cab side pipe (extended),MUFFLER,PIPE,355,78,390,221.22
CSP6-36EXS,6 inch stainless exhaust component 36 inch long,CHROME,PIPE,98,35,204,379.96
CSP6-36XBC,6 inch chrome exhaust component 36 inch long,MUFFLER,PIPE,353,36,281,277.94
CSP6-36XBA,6 inch aluminized exhaust component 36 inch long,PROPRIETAR,PIPE,598,95,341,0.0
CSP6-36XBS,6 inch stainless exhaust component 36 inch long,ELBOW,PIPE,182,38,192,0.0
CSP6-42SBA,6 inch aluminized exhaust component 42 inch long,ELBOW,PIPE,129,86,11,67.18
CSP6-42SBS3,6 inch 304 stainless exhaust component 42 inch long,PIPE,PIPE,0,37,395,24.31
CSP6-42EXA,6 inch aluminized exhaust component 42 inch long,CLAMP,PIPE,556,43,198,374.01
CSP6-48SBA,6 inch aluminized exhaust component 48 inch long,CLAMP,PIPE,332,70,255,383.56
CSP6-48SBSC,Cab side pipe (extended),PIPE,PIPE,0,74,16,342.72
CSP6-48XBC,6 inch chrome exhaust component 48 inch long,MUFFLER,PIPE,0,42,376,278.4
CSP6-48XBA,6 inch aluminized exhaust component 48 inch long,MUFFLER,PIPE,59,46,113,317.97
CSP6-48XBS3,6 inch 304 stainless exhaust component 48 inch long,CLAMP,PIPE,115,35,383,12.81
CSP6-54SBC,6 inch chrome exhaust component 54 inch long,ELBOW,PIPE,139,92,216,455.65
CSP6-54SBSC,Cab side pipe (extended),PROPRIETAR,PIPE,285,49,21,409.35
CSP6-54SBS3,6 inch 304 stainless exhaust component 54 inch long,CLAMP,PIPE,474,100,354,351.87
CSP6-54EXS,6 inch stainless exhaust component 54 inch long,CLAMP,PIPE,282,92,160,277.88
CSP6-54XBSC,Cab side pipe (extended),MUFFLER,PIPE,281,76,193,86.08
CSP6-54XBS3,6 inch 304 stainless exhaust component 54 inch long,CHROME,PIPE,379,20,83,251.66
CSP6-60SBSC,Cab side pipe (extended),CHROME,PIPE,91,99,269,407.65
CSP6-60SBS,6 inch stainless exhaust component 60 inch long,PIPE,PIPE,0,64,261,94.98
CSP6-60EXC,6 inch chrome exhaust component 60 inch long,ELBOW,PIPE,487,85,240,477.03
CSP6-60EXSC,Cab side pipe (extended),MUFFLER,PIPE,416,75,247,122.68
CSP6-60EXS3,6 inch 304 stainless exhaust component 60 inch long,CLAMP,PIPE,0,105,139,438.26
CSP6-60XBA,6 inch aluminized exhaust component 60 inch long,CLAMP,PIPE,0,83,237,298.62
CSP6-60XBSC,Cab side pipe (extended),ELBOW,PIPE,267,10,396,202.02
CSP6-60XBS3,6 inch 304 stainless exhaust component 60 inch long,PIPE,PIPE,0,85,308,0.0
CSP6-60XBS,6 inch stainless exhaust component 60 inch long,HARDWARE,PIPE,384,6,397,409.1
CSP6-72SBA,6 inch aluminized exhaust component 72 inch long,CHROME,OBSOLETE,399,73,3,308.49
CSP6-72SBS3,6 inch 304 stainless exhaust component 72 inch long,CLAMP,PIPE,122,96,393,476.62
CSP6-72SBS,6 inch stainless exhaust component 72 inch long,PIPE,PIPE,278,110,312,19.69
CSP6-72EXA,6 inch aluminized exhaust component 72 inch long,ELBOW,PIPE,358,77,345,229.0
CSP6-72XBSC,Cab side pipe (extended),MUFFLER,PIPE,149,75,397,61.21
CSP6-72XBS3,6 inch 304 stainless exhaust component 72 inch long,PIPE,PIPE,600,84,95,220.27
CSP6-72XBS,6 inch stainless exhaust component 72 inch long,ELBOW,PIPE,356,77,342,318.01
CSP6-84SBA,6 inch aluminized exhaust component 84 inch long,HARDWARE,PIPE,122,64,270,214.32
CSP6-84EXC,6 inch chrome exhaust component 84 inch long,CHROME,PIPE,482,23,238,86.58
CSP6-84EXA,6 inch aluminized exhaust component 84 inch long,ELBOW,PIPE,599,78,318,145.68
CSP6-84EXS,6 inch stainless exhaust component 84 inch long,CLAMP,PIPE,527,55,71,88.65
CSP6-84XBC,6 inch chrome exhaust component 84 inch long,PIPE,PIPE,353,33,218,78.79
CSP6-84XBA,6 inch aluminized exhaust component 84 inch long,ELBOW,PIPE,153,64,73,403.84
CSP6-84XBS3,6 inch 304 stainless exhaust component 84 inch long,CLAMP,PIPE,0,0,129,171.98
CSP6-96SBS3,6 inch 304 stainless exhaust component 96 inch long,MUFFLER,PIPE,59,71,182,273.21
CSP6-96EXS3,6 inch 304 stainless exhaust component 96 inch long,ELBOW,PIPE,144,80,337,333.14
CSP6-96XBC,6 inch chrome exhaust component 96 inch long,HARDWARE,PIPE,474,21,326,191.31
CSP7-12SBA,7 inch aluminized exhaust component 12 inch long,HARDWARE,PIPE,586,95,350,114.67
CSP7-12SBSC,Cab side pipe (extended),CHROME,PIPE,0,51,206,234.83
CSP7-12SBS,7 inch stainless exhaust component 12 inch long,HARDWARE,PIPE,275,15,325,0.0
CSP7-12EXA,7 inch aluminized exhaust component 12 inch long,HARDWARE,PIPE,0,56,226,427.28
CSP7-12EXSC,Cab side pipe (extended),PIPE,PIPE,345,71,124,182.89
CSP7-12XBC,7 inch chrome exhaust component 12 inch long,CHROME,PIPE,288,99,91,439.53
CSP7-12XBS3,7 inch 304 stainless exhaust component 12 inch long,CLAMP,PIPE,104,108,395,378.28
CSP7-18SBC,7 inch chrome exhaust component 18 inch long,CHROME,PIPE,190,112,397,141.92
CSP7-18SBSC,Cab side pipe (extended),CHROME,PIPE,177,13,332,75.51
CSP7-18SBS3,7 inch 304 stainless exhaust component 18 inch long,HARDWARE,PIPE,170,70,181,160.57
CSP7-18EXC,7 inch chrome exhaust component 18 inch long,BATTERY,BATTERY,335,96,148,113.47
CSP7-18EXA,7 inch aluminized exhaust component 18 inch long,PIPE,PIPE,0,33,221,366.76
CSP7-18EXSC,Cab side pipe (extended),PIPE,PIPE,359,14,33,0.0
CSP7-18XBC,7 inch chrome exhaust component 18 inch long,CHROME,OBSOLETE,298,83,225,401.21
CSP7-18XBA,7 inch aluminized exhaust component 18 inch long,HARDWARE,PIPE,599,86,288,273.9
CSP7-18XBSC,Cab side pipe (extended),ELBOW,PIPE,194,60,188,366.17
CSP7-18XBS,7 inch stainless exhaust component 18 inch long,HARDWARE,PIPE,0,80,38,307.48
CSP7-24SBSC,Cab side pipe (extended),MUFFLER,PIPE,560,75,361,442.58
CSP7-24EXSC,Cab side pipe (extended),CLAMP,PIPE,85,36,371,225.21
CSP7-24EXS3,7 inch 304 stainless exhaust component 24 inch long,MUFFLER,PIPE,82,9,66,366.19
CSP7-30SBA,7 inch aluminized exhaust component 30 inch long,ELBOW,PIPE,262,61,349,128.82
CSP7-30SBS,7 inch stainless exhaust component 30 inch long,HARDWARE,PIPE,372,54,145,352.81
CSP7-30XBC,7 inch chrome exhaust component 30 inch long,ELBOW,PIPE,76,84,151,450.85
CSP7-30XBS3,7 inch 304 stainless exhaust component 30 inch long,CHROME,PIPE,0,118,4,16.48
CSP7-30XBS,7 inch stainless exhaust component 30 inch long,HARDWARE,PIPE,284,29,274,67.19
CSP7-36SBA,7 inch aluminized exhaust component 36 inch long,MUFFLER,PIPE,471,48,88,55.39
CSP7-36EXA,7 inch aluminized exhaust component 36 inch long,MUFFLER,PIPE,515,117,302,51.2
CSP7-36EXSC,Cab side pipe (extended),ELBOW,PIPE,279,64,243,103.9
CSP7-36EXS3,7 inch 304 stainless exhaust component 36 inch long,PIPE,PIPE,289,102,251,394.64
CSP7-36XBS,7 inch stainless exhaust component 36 inch long,PIPE,PIPE,291,74,222,0.0
CSP7-42SBSC,Cab side pipe (extended),CLAMP,PIPE,210,5,113,223.54
CSP7-42EXC,7 inch chrome exhaust component 42 inch long,HARDWARE,PIPE,80,36,141,18.43
CSP7-42EXS3,7 inch 304 stainless exhaust component 42 inch long,CHROME,PIPE,426,71,198,476.31
CSP7-42XBC,7 inch chrome exhaust component 42 inch long,HARDWARE,PIPE,590,105,25,307.74
CSP7-42XBA,7 inch aluminized exhaust component 42 inch long,PROPRIETAR,OBSOLETE,54,41,333,52.77
CSP7-42XBSC,Cab side pipe (extended),PIPE,PIPE,255,79,177,25.26
CSP7-42XBS3,7 inch 304 stainless exhaust component 42 inch long,CLAMP,PIPE,205,5,384,229.65
CSP7-48SBA,7 inch aluminized exhaust component 48 inch long,MUFFLER,PIPE,189,56,293,0.0
CSP7-48SBSC,Cab side pipe (extended),PROPRIETAR,PIPE,148,34,276,21.54
CSP7-48EXSC,Cab side pipe (extended),PROPRIETAR,OBSOLETE,102,54,190,282.43
CSP7-48XBSC,Cab side pipe (extended),CHROME,PIPE,481,88,9,381.0
CSP7-54SBSC,Cab side pipe (extended),PROPRIETAR,OBSOLETE,0,53,80,259.98
CSP7-54SBS,7 inch stainless exhaust component 54 inch long,HARDWARE,PIPE,389,1,174,0.0
CSP7-54EXS3,7 inch 304 stainless exhaust component 54 inch long,HARDWARE,PIPE,287,78,292,355.82
CSP7-54XBSC,Cab side pipe (extended),CHROME,PIPE,299,11,136,202.17
CSP7-60SBA,7 inch aluminized exhaust component 60 inch long,PIPE,PIPE,137,60,151,265.92
CSP7-60SBS3,7 inch 304 stainless exhaust component 60 inch long,CLAMP,PIPE,0,45,22,248.37
CSP7-60EXA,7 inch aluminized exhaust component 60 inch long,PIPE,PIPE,474,59,380,136.36
CSP7-60EXS3,7 inch 304 stainless exhaust component 60 inch long,CLAMP,PIPE,0,76,212,381.87
CSP7-60EXS,7 inch stainless exhaust component 60 inch long,MUFFLER,PIPE,429,32,23,296.85
CSP7-60XBS,7 inch stainless exhaust component 60 inch long,PROPRIETAR,PIPE,385,97,235,173.97
CSP7-72SBC,7 inch chrome exhaust component 72 inch long,CLAMP,PIPE,0,88,284,396.0
CSP7-72SBS,7 inch stainless exhaust component 72 inch long,PIPE,PIPE,0,72,280,263.07
CSP7-72EXSC,Cab side pipe (extended),HARDWARE,PIPE,0,31,220,400.08
CSP7-72EXS,7 inch stainless exhaust component 72 inch long,MUFFLER,PIPE,560,69,241,165.68
CSP7-72XBA,7 inch aluminized exhaust component 72 inch long,ELBOW,PIPE,0,118,390,443.11
CSP7-72XBS3,7 inch 304 stainless exhaust component 72 inch long,CLAMP,PIPE,0,87,144,478.39
CSP7-72XBS,7 inch stainless exhaust component 72 inch long,CHROME,PIPE,479,75,94,351.93
CSP7-84SBA,7 inch aluminized exhaust component 84 inch long,HARDWARE,PIPE,258,114,6,81.38
CSP7-84SBS3,7 inch 304 stainless exhaust component 84 inch long,PROPRIETAR,PIPE,133,66,31,0.0
CSP7-84EXA,7 inch aluminized exhaust component 84 inch long,HARDWARE,PIPE,192,23,46,179.8
CSP7-84XBS3,7 inch 304 stainless exhaust component 84 inch long,HARDWARE,PIPE,164,49,258,226.23
CSP7-84XBS,7 inch stainless exhaust component 84 inch long,CLAMP,PIPE,421,11,338,306.28
CSP7-96SBA,7 inch aluminized exhaust component 96 inch long,HARDWARE,PIPE,553,47,252,0.0
CSP7-96SBSC,Cab side pipe (extended),CHROME,OBSOLETE,553,78,4,445.6
CSP7-96SBS3,7 inch 304 stainless exhaust component 96 inch long,HARDWARE,PIPE,445,17,234,242.65
CSP7-96EXC,7 inch chrome exhaust component 96 inch long,HARDWARE,PIPE,219,62,40,87.77
CSP7-96EXA,7 inch aluminized exhaust component 96 inch long,HARDWARE,PIPE,245,64,233,162.65
CSP7-96EXSC,Cab side pipe (extended),MUFFLER,PIPE,0,54,341,145.38
CSP7-96EXS,7 inch stainless exhaust component 96 inch long,PIPE,PIPE,59,13,184,258.45
CSP7-96XBS,7 inch stainless exhaust component 96 inch long,MUFFLER,PIPE,19,98,259,171.98
CSP8-12SBC,8 inch chrome exhaust component 12 inch long,ELBOW,PIPE,0,48,1,57.29
CSP8-12SBSC,Cab side pipe (extended),MUFFLER,PIPE,431,54,43,440.42
CSP8-12SBS,8 inch stainless exhaust component 12 inch long,CLAMP,PIPE,260,107,225,399.91
CSP8-12EXC,8 inch chrome exhaust component 12 inch long,PIPE,PIPE,398,19,344,223.53
CSP8-12EXA,8 inch aluminized exhaust component 12 inch long,BATTERY,BATTERY,215,84,78,0.0
CSP8-12EXSC,Cab side pipe (extended),CHROME,PIPE,197,86,234,318.94
CSP8-12EXS3,8 inch 304 stainless exhaust component 12 inch long,HARDWARE,PIPE,166,75,70,128.69
CSP8-12EXS,8 inch stainless exhaust component 12 inch long,ELBOW,PIPE,0,52,395,299.64
CSP8-12XBC,8 inch chrome exhaust component 12 inch long,CLAMP,PIPE,50,5,0,385.1
CSP8-12XBSC,Cab side pipe (extended),ELBOW,PIPE,136,45,72,293.63
CSP8-18SBS3,8 inch 304 stainless exhaust component 18 inch long,MUFFLER,PIPE,334,100,26,311.04
CSP8-18EXC,8 inch chrome exhaust component 18 inch long,CHROME,PIPE,280,27,97,0.0
CSP8-18XBSC,Cab side pipe (extended),MUFFLER,PIPE,533,26,28,29.39
CSP8-24SBA,8 inch aluminized exhaust component 24 inch long,CLAMP,PIPE,7,71,275,110.35
CSP8-24SBS3,8 inch 304 stainless exhaust component 24 inch long,CLAMP,PIPE,234,11,197,192.05
CSP8-24EXC,8 inch chrome exhaust component 24 inch long,CLAMP,PIPE,0,111,110,280.39
CSP8-24EXA,8 inch aluminized exhaust component 24 inch long,PIPE,PIPE,174,30,150,269.68
CSP8-24EXS3,8 inch 304 stainless exhaust component 24 inch long,PIPE,PIPE,81,32,266,40.92
CSP8-24EXS,8 inch stainless exhaust component 24 inch long,PIPE,PIPE,294,83,186,227.83
CSP8-24XBS,8 inch stainless exhaust component 24 inch long,PIPE,PIPE,101,40,18,110.6
CSP8-30SBC,8 inch chrome exhaust component 30 inch long,MUFFLER,PIPE,158,110,168,261.94
CSP8-30SBA,8 inch aluminized exhaust component 30 inch long,MUFFLER,PIPE,439,102,388,133.97
CSP8-30EXC,8 inch chrome exhaust component 30 inch long,CHROME,PIPE,489,87,63,124.08
CSP8-30EXA,8 inch aluminized exhaust component 30 inch long,ELBOW,PIPE,86,82,203,272.52
CSP8-30EXSC,Cab side pipe (extended),PIPE,PIPE,471,78,76,185.92
CSP8-30EXS3,8 inch 304 stainless exhaust component 30 inch long,MUFFLER,PIPE,268,11,231,308.46
CSP8-30EXS,8 inch stainless exhaust component 30 inch long,PIPE,PIPE,427,20,226,127.69
CSP8-30XBSC,Cab side pipe (extended),MUFFLER,PIPE,520,9,373,464.31
CSP8-30XBS3,8 inch 304 stainless exhaust component 30 inch long,PIPE,PIPE,540,68,78,0.0
CSP8-36SBA,8 inch aluminized exhaust component 36 inch long,PIPE,PIPE,481,116,370,374.53
CSP8-36EXA,8 inch aluminized exhaust component 36 inch long,CLAMP,PIPE,67,70,25,469.45
CSP8-36EXS,8 inch stainless exhaust component 36 inch long,CHROME,PIPE,322,107,111,80.8
CSP8-36XBC,8 inch chrome exhaust component 36 inch long,MUFFLER,PIPE,568,45,10,61.68
CSP8-36XBS3,8 inch 304 stainless exhaust component 36 inch long,PROPRIETAR,PIPE,152,34,337,46.82
CSP8-42SBA,8 inch aluminized exhaust component 42 inch long,MUFFLER,PIPE,91,63,103,319.03
CSP8-42SBS3,8 inch 304 stainless exhaust component 42 inch long,MUFFLER,PIPE,223,98,301,419.49
CSP8-42EXC,8 inch chrome exhaust component 42 inch long,CLAMP,PIPE,325,86,325,426.1
CSP8-42XBS3,8 inch 304 stainless exhaust component 42 inch long,CLAMP,PIPE,419,77,241,108.56
CSP8-42XBS,8 inch stainless exhaust component 42 inch long,PIPE,PIPE,489,2,383,277.01
CSP8-48SBC,8 inch chrome exhaust component 48 inch long,CLAMP,PIPE,129,105,359,0.0
CSP8-48SBS3,8 inch 304 stainless exhaust component 48 inch long,CHROME,OBSOLETE,522,71,290,400.5
CSP8-48SBS,8 inch stainless exhaust component 48 inch long,ELBOW,PIPE,0,76,235,327.26
CSP8-48EXSC,Cab side pipe (extended),ELBOW,PIPE,185,31,308,0.0
CSP8-48XBA,8 inch aluminized exhaust component 48 inch long,ELBOW,PIPE,153,87,42,456.06
CSP8-48XBSC,Cab side pipe (extended),CLAMP,PIPE,305,117,250,386.68
CSP8-48XBS3,8 inch 304 stainless exhaust component 48 inch long,ELBOW,PIPE,278,6,234,174.85
CSP8-48XBS,8 inch stainless exhaust component 48 inch long,PIPE,PIPE,0,88,146,350.49
CSP8-54SBA,8 inch aluminized exhaust component 54 inch long,CHROME,PIPE,375,93,127,382.79
CSP8-54SBS3,8 inch 304 stainless exhaust component 54 inch long,PIPE,PIPE,15,61,187,323.93
CSP8-54EXA,8 inch aluminized exhaust component 54 inch long,BATTERY,BATTERY,356,27,26,18.04
CSP8-54EXSC,Cab side pipe (extended),CHROME,PIPE,342,104,193,108.06
CSP8-54EXS3,8 inch 304 stainless exhaust component 54 inch long,PIPE,PIPE,43,97,152,168.96
CSP8-54EXS,8 inch stainless exhaust component 54 inch long,HARDWARE,PIPE,450,30,289,188.49
CSP8-54XBA,8 inch aluminized exhaust component 54 inch long,CLAMP,PIPE,125,31,123,127.8
CSP8-54XBSC,Cab side pipe (extended),ELBOW,PIPE,347,27,352,146.88
CSP8-54XBS,8 inch stainless exhaust component 54 inch long,ELBOW,PIPE,419,58,364,114.2
CSP8-60SBC,8 inch chrome exhaust component 60 inch long,CHROME,PIPE,0,23,83,416.4
CSP8-60SBS3,8 inch 304 stainless exhaust component 60 inch long,HARDWARE,PIPE,274,115,247,477.08
CSP8-60SBS,8 inch stainless exhaust component 60 inch long,HARDWARE,PIPE,256,65,263,75.09
CSP8-60EXC,8 inch chrome exhaust component 60 inch long,MUFFLER,PIPE,183,23,246,221.2
CSP8-60EXA,8 inch aluminized exhaust component 60 inch long,CHROME,PIPE,0,81,276,374.75
CSP8-60XBA,8 inch aluminized exhaust component 60 inch long,ELBOW,PIPE,391,100,346,0.0
CSP8-60XBS3,8 inch 304 stainless exhaust component 60 inch long,ELBOW,PIPE,349,39,121,333.09
CSP8-60XBS,8 inch stainless exhaust component 60 inch long,ELBOW,PIPE,489,73,181,461.09
CSP8-72SBA,8 inch aluminized exhaust component 72 inch long,CHROME,PIPE,175,34,247,165.64
CSP8-72SBS,8 inch stainless exhaust component 72 inch long,CHROME,PIPE,553,53,180,0.0
CSP8-72EXS,8 inch stainless exhaust component 72 inch long,ELBOW,PIPE,23,7,142,50.47
CSP8-72XBC,8 inch chrome exhaust component 72 inch long,CHROME,PIPE,0,16,201,77.76
CSP8-72XBSC,Cab side pipe (extended),MUFFLER,PIPE,472,111,148,38.04
CSP8-84SBC,8 inch chrome exhaust component 84 inch long,MUFFLER,PIPE,344,53,262,166.06
CSP8-84EXC,8 inch chrome exhaust component 84 inch long,ELBOW,PIPE,306,114,205,325.88
CSP8-84EXA,8 inch aluminized exhaust component 84 inch long,MUFFLER,PIPE,36,62,267,334.03
CSP8-84XBC,8 inch chrome exhaust component 84 inch long,CLAMP,PIPE,221,62,168,0.0
CSP8-84XBS,8 inch stainless exhaust component 84 inch long,MUFFLER,PIPE,238,103,201,423.2
